reviews,reviewers,date_reviews,rating,course_id,course_name
Amazing course with great theoretical and practical knowledge.,Rahul C,2020-08-19,5,machine-learning-with-python,Machine Learning with Python
It was a very comprehensive and to-the-point course.,Naman A,2020-06-25,5,machine-learning-with-python,Machine Learning with Python
Good Course. The final project needs some attention.,Andrew C,2019-05-05,5,machine-learning-with-python,Machine Learning with Python
"This course is a great introduction for people who have a background in Python and mathematics, but from a personal perspective, it should pay more attention to the details of the machine learning algorithms and special cases and do more practice using harder, more inconsistent use cases.",Mohamed M,2020-01-21,3,machine-learning-with-python,Machine Learning with Python
Very good course for beginners looks to explore Machine Learning with Python.  ,Ashok B,2019-03-15,5,machine-learning-with-python,Machine Learning with Python
good Machine Learning Course by IBM for Beginners ,Karan S,2020-05-30,5,machine-learning-with-python,Machine Learning with Python
Awesome Learning !,Abhinav S,2020-06-09,5,machine-learning-with-python,Machine Learning with Python
"This is a very informative course. The content is amazingly put together. Not only is this course rich in concepts of Machine Learning, but it is also robust in the implementation of ML with Python. This course is a must-read!",Ashish B,2020-02-02,5,machine-learning-with-python,Machine Learning with Python
"Thank You Mr. Saeed Aghabozorgi for designing and delivering such a immersive course, I found lot of pointers and specific details associated with many interesting topics in Machine Learning.",Imran R,2019-02-03,5,machine-learning-with-python,Machine Learning with Python
A very challenging course that provides you tools as well as real life like problem solving skills.,José R,2020-01-02,5,machine-learning-with-python,Machine Learning with Python
"In peer graded assignments, if someone is grading any peer below passing criteria then it must be compulsory to let the learner know his mistakes or shortcomings because of which he does not graded.",Mayank J,2020-06-04,5,machine-learning-with-python,Machine Learning with Python
The lectures were easy to follow and the labs complemented what the lectures had talked about.,Masha M S,2020-05-25,5,machine-learning-with-python,Machine Learning with Python
The lectures were easy to follow and the labs complemented what the lectures had talked about.,Masha M S,2020-05-25,5,machine-learning-with-python,Machine Learning with Python
"At first this class seemed easy to follow, but that was deceptive. While I learned some theory (and some mathematics) behind the algorithms we were meant to learn, there was far too little emphasis on how and when to run the actual code. Normally the labs are a helpful part of these courses, wherein I have the opportunity to actually learn code. Not so with this course. When I reached the final project for this class, I had no clue how to do what we were supposed to do, as essentially, it had not been taught within the course. I had to seek out other sources in order to actually learn the material and make a lot of educated guesses about what I was suppose to do. I suspect (or hope) that much of this will become easier when I re-take Statistics and some other maths (not course requirements), but that won't make up for the deficiencies in the course. Lastly, the typos and other grammatical errors are extremely distracting and misleading (i.e. ""lables"" -- do they mean ""tables"" or ""labels""? Who can say for sure!). ",Miranda C,2020-08-22,2,machine-learning-with-python,Machine Learning with Python
A well designed course and it was an amazing experience.,Biswajit M,2020-02-08,5,machine-learning-with-python,Machine Learning with Python
Excellent,Viren V S,2020-06-25,5,machine-learning-with-python,Machine Learning with Python
This course was very useful to get clear about basics of machine learning. Thank you for making such informative and easy to understand videos. I would like to learn more about machine learning.Thank you!!,Shubham K,2019-11-05,5,machine-learning-with-python,Machine Learning with Python
Great overview for many of the key Machine Learning algorithm types using in Python for Data Science.,Brannon C,2020-06-21,4,machine-learning-with-python,Machine Learning with Python
Great overall exposure to some machine learning techniques and how to evaluate them!,Ben M,2020-07-30,5,machine-learning-with-python,Machine Learning with Python
WORLD BEST STUDY'S MATERIALS ARE AVAILABLE ON COURSERA.,Vivek R,2020-03-20,5,machine-learning-with-python,Machine Learning with Python
Perfect explanations along with good practices for intro into cloud computing,Mohammad A,2020-07-30,5,machine-learning-with-python,Machine Learning with Python
The rubric for the last assignment was too arbitrary. People with little to no machine learning experience will assume that submissions have to be cookie-cutter copies of previous labs in order to achieve 100%. I would put force students to put random seed on models in order to achieve similar results to achieve more homogeneity and therefore an easier way to grade. Perhaps you could put a section at the end that allows for further parameter tuning if the student so desires.,Andrew B,2019-07-01,4,machine-learning-with-python,Machine Learning with Python
"Awesome course. Great introduction. And for the first time, I didn't have to take screenshots individually for every question and upload for the peer assignment. Great!",Nikhil J,2020-04-22,5,machine-learning-with-python,Machine Learning with Python
Good,Shalini S,2020-09-06,4,machine-learning-with-python,Machine Learning with Python
Good learning experience,Abhishek S,2020-09-02,4,machine-learning-with-python,Machine Learning with Python
Excelente,Rafael M,2019-12-31,5,machine-learning-with-python,Machine Learning with Python
Very superficial. It teaches at a very high level and doesn't go into details in many cases. There are a lot of open questions and I feel as if I just got a taste. It should be the first course in the certificate as an introduction and then there should be dedicated courses. ,Yariv Z,2020-06-25,2,machine-learning-with-python,Machine Learning with Python
"Like many of the courses, the instructions are not in a format that supports incremental learning and focuses on the mechanics for performing an activity rather than an explanation for why and the reason we are doing these things. The objectives and measures of success for the final exercise is not clearly articulated, causing me to guess as to what the evaluator had wanted us to do. The instructions said to solve for the four types of methods, but left it to the student as to if they wished to generate graphics, etc. If the only objective was to generate the Jaccard score, F1 score, and LogLoss (as appropriate) to complete the activities, then it should have been stated. In addition, the examples presented in the course labs did not have us generating the F1 and Jaccard scores for many of the models.",Tom S,2020-05-13,2,machine-learning-with-python,Machine Learning with Python
Will designed with very good practical exercises. ,Charles G,2019-03-21,5,machine-learning-with-python,Machine Learning with Python
Best course on machine learning.,GYAN P S,2020-08-26,5,machine-learning-with-python,Machine Learning with Python
Excellent. My favourite one ,Andrew K,2020-04-27,5,machine-learning-with-python,Machine Learning with Python
Great overall exposure to some machine learning techniques and how to evaluate them!,Ben M,2020-07-30,5,machine-learning-with-python,Machine Learning with Python
Good,Gurnam S,2019-03-04,5,machine-learning-with-python,Machine Learning with Python
Excellent...!,RAHUL S,2019-05-16,5,machine-learning-with-python,Machine Learning with Python
A very challenging course that provides you tools as well as real life like problem solving skills.,José R,2020-01-02,5,machine-learning-with-python,Machine Learning with Python
Really engaging plus deep insights and practical support ,Lawrence K,2019-05-22,5,machine-learning-with-python,Machine Learning with Python
great short course Machine Learning ,Deepak P,2020-02-20,5,machine-learning-with-python,Machine Learning with Python
"Errors in the presentations and in the Jupyter workbooks, plenty of typos. Not professional at all.The course does cover the topics and give us some practice exercises, but when I don't get the right result I cannot know if I don't understand a topic properly or if the instructor made a mistake without checking on other web resources. Plus, some approaches are just dubious, like normalizing by dividing by the max value. There are many other ways to do so that make no assumption on the data distribution.",Vincent L,2018-09-13,2,machine-learning-with-python,Machine Learning with Python
Great Content,Samyak J,2020-05-29,5,machine-learning-with-python,Machine Learning with Python
Last assignment was just copy and paste,Nicolas P,2019-06-18,4,machine-learning-with-python,Machine Learning with Python
"The course was good, generally. Instructors as well. I had used IBM Watson and Jupiter Notebooks which was really usefull. But it would be great if you add more real world examples for algorithms use cases. Errors in the presentations and in the Jupyter workbooks, which were mentioned years before, and still have not been fixed are really unprofessional.  Anyway, thank you.",Islam A,2020-04-26,4,machine-learning-with-python,Machine Learning with Python
very nice but difficult to understand,Dr P R K,2019-05-02,5,machine-learning-with-python,Machine Learning with Python
Good course !! Complete overview of different ML algorithms !!,Saagar M,2020-04-03,5,machine-learning-with-python,Machine Learning with Python
Very detailed introduction of basic machine learning algorithms. ,Jun Y,2019-11-24,5,machine-learning-with-python,Machine Learning with Python
It was nice for a basic machine learning course.,Tarun,2020-05-26,5,machine-learning-with-python,Machine Learning with Python
"It is a fantastic course and do your Lab assignments in the same week, that would be really helpful.",ankush u,2019-01-03,5,machine-learning-with-python,Machine Learning with Python
A really great course with loads of hands on coding experience. But some concepts need to be explained more deeply. Really happy to complete this & receive a certificate !,Shubham S,2019-07-27,4,machine-learning-with-python,Machine Learning with Python
Very good introduction to both machine learning and python. Very little experience in both required.,Adam M,2020-03-09,5,machine-learning-with-python,Machine Learning with Python
"Really interesting course. I would have enjoyed if it went into more depth in some of the topics, for example being more specific with certain algorithms. Would also have liked a peer graded assessment on multiple topics (not just classifiers).",Sean L,2020-08-31,4,machine-learning-with-python,Machine Learning with Python
"Having worked my way through the IBM Data Science courses, this one was the ""pay off"" - it was so cool to finally apply more sophisticated techniques to real world data sets. The labs were fantastic. Highly recommend this course to anyone interested in learning about the most popular machine learning algorithms.",Amy P,2019-07-25,5,machine-learning-with-python,Machine Learning with Python
Good hands on experience with datasci.,Jimut B P,2019-12-27,5,machine-learning-with-python,Machine Learning with Python
"Awesome course. Great introduction. And for the first time, I didn't have to take screenshots individually for every question and upload for the peer assignment. Great!",Nikhil J,2020-04-22,5,machine-learning-with-python,Machine Learning with Python
"Me gustaron mucho los temas del curso! Los videos son buenísimos para entender la teoría; sin embargo, en los laboratorios no está documentado el código y hay muchísimas funciones nuevas que son usadas y no hay ninguna aclaración de cómo se usan o para qué se usan. Sólo en un laboratorio encontré todo documentado y explicado. ",Juan D M G,2020-07-21,3,machine-learning-with-python,Machine Learning with Python
Excellent,Viren V S,2020-06-25,5,machine-learning-with-python,Machine Learning with Python
I am enjoying the course so far. Very well explained with a pretty comprehensive course material. ,Joseph L,2019-07-24,4,machine-learning-with-python,Machine Learning with Python
Great introduction to the basics of Machine Learning! Looking forward to complete the Specialization,Rodrigo S,2020-06-29,5,machine-learning-with-python,Machine Learning with Python
learnt a lot,Mike V,2020-06-01,5,machine-learning-with-python,Machine Learning with Python
Very Insightful.,Arnab C,2019-08-27,5,machine-learning-with-python,Machine Learning with Python
Great online course for Machine Learning! very practical!,Qidi L,2019-03-13,4,machine-learning-with-python,Machine Learning with Python
Excelente curso,Miriam R,2019-03-25,5,machine-learning-with-python,Machine Learning with Python
nice and conceptual,Pratik M,2020-02-28,5,machine-learning-with-python,Machine Learning with Python
Really engaging plus deep insights and practical support ,Lawrence K,2019-05-22,5,machine-learning-with-python,Machine Learning with Python
"It is a fantastic course and do your Lab assignments in the same week, that would be really helpful.",ankush u,2019-01-03,5,machine-learning-with-python,Machine Learning with Python
"Great course, SO much information and great excercise, In Captone project project guidance need improve,otherwise great course",Mohitkumar R,2019-01-12,4,machine-learning-with-python,Machine Learning with Python
Complete course about ML tools and techniques using Python,Paulo B M d S,2019-06-14,5,machine-learning-with-python,Machine Learning with Python
Very timely,Jennifer J,2020-08-18,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
if the exercise for anxiety control will be practically shown it will be more effective.,Nadia K,2020-07-16,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Super relevant (the presentation was very contextual--nice headset). Learned some new tools that are shareable! ,Adriana M,2020-09-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"During this time where the whole world is going trough a very rough time,it is very imp for the people to take care of their mental health and thanks to this course!It has taught me lot many things.",Harshitha P,2020-06-16,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Nice,Naveen K,2020-07-17,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
excellent,Tanmay G,2020-08-11,4,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excelente! Buenas técnicas y habilidades para entender mejor los conceptos y como actúa nuestro cuerpo, y así dan una mejor respuesta de ayuda para afrontar estos momentos de incertidumbre  e aislamiento físico. Gracias!",Mayda G,2020-08-21,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Great Job!!! thank you so much,",Ana L V C,2020-09-22,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excelente! Buenas técnicas y habilidades para entender mejor los conceptos y como actúa nuestro cuerpo, y así dan una mejor respuesta de ayuda para afrontar estos momentos de incertidumbre  e aislamiento físico. Gracias!",Mayda G,2020-08-21,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Лектор конечно обаятельный и говорит правильные и важные вещи, но в его лекциях как-то многовато воды на мой взгляд.",Anastasia,2020-07-14,4,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
This is definitely one of the most important courses that I needed right now. I am hopeful to be able to apply and practice all the things I have learned even after this pandemic. ,Salman F,2020-07-03,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"This course was extremely interesting and I´ve learned a lot of useful things. Sometimes, in my point of view, content was repeated and summerized too often, but in general I am very glad I assisted that course. Thank you so much!",Paula C A G M,2020-04-16,4,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
the way you explain all the detail with the exercise is osom and very helpful for me.thank you,Mayank G,2020-07-14,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Excellent ,Taghreed A,2020-07-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Thank you, this course is great. I am really thankful for taking this time to learn in this course.",Hector P,2020-09-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
So grateful that a course like this exists.  I found the information that was presented easy to understand and in such a way that small changes to my daily routine seem manageable.  Thank you very much!,Amy M,2020-07-18,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
This Course is very helpful and informative ,Arun M,2020-07-04,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"This course was extremely interesting and I´ve learned a lot of useful things. Sometimes, in my point of view, content was repeated and summerized too often, but in general I am very glad I assisted that course. Thank you so much!",Paula C A G M,2020-04-16,4,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"During this time where the whole world is going trough a very rough time,it is very imp for the people to take care of their mental health and thanks to this course!It has taught me lot many things.",Harshitha P,2020-06-16,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Great course, I thought it will be boring, but I had a lot of fun, and I learned (and still practicing) to relax. I recommend this course !. ",Mohammed S,2020-07-12,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Excellent ,Taghreed A,2020-07-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
the way you explain all the detail with the exercise is osom and very helpful for me.thank you,Mayank G,2020-07-14,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
I never got my certificate.  I completed all 4 weeks with the quizzes and nothing.  It still shows that the course is in progress.,Michelle G,2020-06-01,1,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excelente! Buenas técnicas y habilidades para entender mejor los conceptos y como actúa nuestro cuerpo, y así dan una mejor respuesta de ayuda para afrontar estos momentos de incertidumbre  e aislamiento físico. Gracias!",Mayda G,2020-08-21,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excellent insight in Psychology for oneself. Even though I stopped it during the beginning, I was actually doing things the instructor was saying once I resumed the course and it help for having notes for future ref, Great Job",Denis P,2020-06-25,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Es una buena síntesis de las estrategias que podemos llevar a cabo durante el aislamiento y para manejar la ansiedad,Raquel B P,2020-08-04,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Really great information! Extremely useful!,Amanda B,2020-09-01,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
  This course provide us a lot for the knowledge about mental health and the tools to help us go through these times of physical distancing  ,MOHAMED M P ,2020-09-21,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excellent course, it helped a lot to cope up with my anxiety that was driving me crazy.",Rodrigo L,2020-08-23,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Amazing,MOHAMMED A,2020-06-28,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"This course was extremely interesting and I´ve learned a lot of useful things. Sometimes, in my point of view, content was repeated and summerized too often, but in general I am very glad I assisted that course. Thank you so much!",Paula C A G M,2020-04-16,4,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
I love this course. The way things are explained is really enough for every learner to be more interested and keep learning. I also love how Prof. Steve shares his practical recommendations in dealing with anxiety and the likes. Hope to see more courses like this. Thank you for this learning opportunity!,Jasmine M,2020-09-12,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Excellent course, it helped a lot to cope up with my anxiety that was driving me crazy.",Rodrigo L,2020-08-23,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
It was amazing experience learning with coursera. It is very professional.,Aditya k,2020-07-06,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Excellent ,Taghreed A,2020-07-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Good.......................!,GAURAV G,2020-06-18,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
"Thank you, this course is great. I am really thankful for taking this time to learn in this course.",Hector P,2020-09-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Very timely,Jennifer J,2020-08-18,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
it's been helpful to have a brief study and awareness of mental health especially nowadays that we have pandemic going on. I wish there will be more courses related  to whats happening around the world in different aspects.,Cristina M,2020-06-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
The course was excellent. It taught me ways to manage my anxiety,David D,2020-08-26,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
Super relevant (the presentation was very contextual--nice headset). Learned some new tools that are shareable! ,Adriana M,2020-09-15,5,manage-health-covid-19,Mind Control: Managing Your Mental Health During COVID-19
I learned lot of topic regarding HR. Excellent.,Md. S R,2020-07-22,5,managing-human-resources,Preparing to Manage Human Resources
The peer review process is garbage!,Andrew C,2017-12-31,1,managing-human-resources,Preparing to Manage Human Resources
Received good knowledge ,VENKATA C S R,2020-02-15,5,managing-human-resources,Preparing to Manage Human Resources
Instructor seemed to make it easier for me to understand the material. And thank you for financial aid. ,satria s,2020-07-10,5,managing-human-resources,Preparing to Manage Human Resources
great ,Dissanayake M B D D,2020-08-30,5,managing-human-resources,Preparing to Manage Human Resources
Good,Alessandro P,2020-04-21,5,managing-human-resources,Preparing to Manage Human Resources
"I do not have an HR background, and this course was able to provide a solid foundation for learning in this area. ",Sarah N,2018-11-08,5,managing-human-resources,Preparing to Manage Human Resources
"So far I have to say it's very informative, very interesting and best of all it's actually useful. I am currently in a position where I am looking to move further into HR from a more recruitment based role and this course is fantastic in setting the foundations for me.",Josh G,2019-03-06,5,managing-human-resources,Preparing to Manage Human Resources
Thank,MD. S H,2020-07-29,5,managing-human-resources,Preparing to Manage Human Resources
"Professor Budd was fantastic, I hope the other professors in this specialization are as great as he was at explaining subjects while keeping a great pace for the course which is very important in online courses. I'm looking forward to continuing this course. ",Daniel C,2020-06-19,5,managing-human-resources,Preparing to Manage Human Resources
Received good knowledge ,VENKATA C S R,2020-02-15,5,managing-human-resources,Preparing to Manage Human Resources
Great information to know about how to manage Human Resources!,Carola A,2018-04-09,4,managing-human-resources,Preparing to Manage Human Resources
for everyone envolve in creating this course especially Mr.John W. Budd . I like the method in teaching and how you make learning an intersting thing to do.best of luck for everyone,Osama A,2019-06-14,5,managing-human-resources,Preparing to Manage Human Resources
"Solid course, more economics than expected but that is not bad thing! I enjoyed it.Peer Review Assignment was a headache, one person failed me for fun, then I had to wait four days to have someone review my assignment again.",Jonathan A,2018-08-16,5,managing-human-resources,Preparing to Manage Human Resources
The course is well organized. The quality of videos was great. A good start for the course series.,Nan L,2018-03-14,5,managing-human-resources,Preparing to Manage Human Resources
Instructor seemed to make it easier for me to understand the material. And thank you for financial aid. ,satria s,2020-07-10,5,managing-human-resources,Preparing to Manage Human Resources
I enjoyed this course very much. I found the information to be relevant and up to date. Thank you.,Paul M,2020-07-28,5,managing-human-resources,Preparing to Manage Human Resources
Thank,MD. S H,2020-07-29,5,managing-human-resources,Preparing to Manage Human Resources
Great information to know about how to manage Human Resources!,Carola A,2018-04-09,4,managing-human-resources,Preparing to Manage Human Resources
Excellent course!,Marcela N,2019-05-17,5,managing-human-resources,Preparing to Manage Human Resources
The course is well organized. The quality of videos was great. A good start for the course series.,Nan L,2018-03-14,5,managing-human-resources,Preparing to Manage Human Resources
Thank,MD. S H,2020-07-29,5,managing-human-resources,Preparing to Manage Human Resources
The teacher was very engagin and fun to watch and listen to. His way of explaining things was very simple and easy to understand.,Andrea B,2019-05-05,5,managing-human-resources,Preparing to Manage Human Resources
Good modules.,Rahul P,2020-08-16,5,managing-human-resources,Preparing to Manage Human Resources
Very enriching experience. The tutor is awesome. Language used is very simple and understandable easily. The animation used to teach is very good and helps to learn more easily. Overall the course is worth of doing it.,Yash M,2020-04-15,5,managing-human-resources,Preparing to Manage Human Resources
Great information to know about how to manage Human Resources!,Carola A,2018-04-09,4,managing-human-resources,Preparing to Manage Human Resources
"I do not have an HR background, and this course was able to provide a solid foundation for learning in this area. ",Sarah N,2018-11-08,5,managing-human-resources,Preparing to Manage Human Resources
excellent,Muhammad A R,2020-06-15,5,managing-human-resources,Preparing to Manage Human Resources
"I've taken all four courses of this specialization, the first one is the mo appealing, useful and entertaining. Great visual ads.",Elena S,2019-01-23,5,managing-human-resources,Preparing to Manage Human Resources
"Dear Professor John Budd, thank you very much for this excellent course indeed! It is really interesting and very helpful. It helps me to improve my knowledge. Basically I am from mathematics background. This course contains all basics of HRM which is good for those students who are from different backgrounds  This course provide interesting overview in very practical way . I would recommend this course to my colleagues who are interested in HRM.  ",Shivam C,2017-10-27,5,managing-human-resources,Preparing to Manage Human Resources
"it's a good a good course in general, it gave you a general idea about human capital management and different management styles. It also brief ",Ahmad A S,2019-09-23,4,managing-human-resources,Preparing to Manage Human Resources
good,Abhishek S,2017-11-16,5,managing-human-resources,Preparing to Manage Human Resources
Great Course!!!,Diana R,2017-03-07,5,managing-human-resources,Preparing to Manage Human Resources
Good,Alessandro P,2020-04-21,5,managing-human-resources,Preparing to Manage Human Resources
Good,Alessandro P,2020-04-21,5,managing-human-resources,Preparing to Manage Human Resources
Great material. Detailed videos. The tests and reading really reflect on the materials given to us thru out the lessons. And the peer graded assignments felt great because there are actual others that are also interested in the same activities as this course and helped me understand more about their views as much as a more in dept understanding of mine.,Anton M,2018-11-02,5,managing-human-resources,Preparing to Manage Human Resources
Creative and Engaging!,Ricardo C,2020-05-06,5,managing-human-resources,Preparing to Manage Human Resources
Instructor seemed to make it easier for me to understand the material. And thank you for financial aid. ,satria s,2020-07-10,5,managing-human-resources,Preparing to Manage Human Resources
It was Great Experience.,Vishal K,2020-09-10,5,managing-human-resources,Preparing to Manage Human Resources
I loved the professor John Budd! He taught everything in a very comprehensive way. I learned a lot from this course and would definitely recommend taking it.,Anna S,2020-01-17,5,managing-human-resources,Preparing to Manage Human Resources
This course is a great learning and improve one's HR Management abilities.,Abdul Q A,2017-04-14,5,managing-human-resources,Preparing to Manage Human Resources
for everyone envolve in creating this course especially Mr.John W. Budd . I like the method in teaching and how you make learning an intersting thing to do.best of luck for everyone,Osama A,2019-06-14,5,managing-human-resources,Preparing to Manage Human Resources
"I thought this was a very informative, well-organized and useful course. I liked the way outside learning options were suggested as well. As a newbie to HR and Business in general, this was a perfect starting place for me. I was able to get the lay of the land and start to think about how my own experience could transfer into this realm.",Daniel R,2020-06-06,5,managing-human-resources,Preparing to Manage Human Resources
"Amazing course, go to learn a lot. I am unable to proceed with the specialization. Can somebody help with it. I did not get enrolled in all the courses under the specialization.",Divya S,2020-05-22,5,managing-human-resources,Preparing to Manage Human Resources
It helped me prepare for this challenging task. I am the Managing Leader.,Elizabeth S,2019-08-01,5,managing-human-resources,Preparing to Manage Human Resources
Great course!,Jennifer G,2019-10-14,5,managing-human-resources,Preparing to Manage Human Resources
Excellent course!,Marcela N,2019-05-17,5,managing-human-resources,Preparing to Manage Human Resources
Great overview of all the facets of managerial styles and how to incorporate different societal factors and cultural norms into the workplace! ,Emily S,2019-09-22,5,managing-human-resources,Preparing to Manage Human Resources
This course is a great learning and improve one's HR Management abilities.,Abdul Q A,2017-04-14,5,managing-human-resources,Preparing to Manage Human Resources
"So far I have to say it's very informative, very interesting and best of all it's actually useful. I am currently in a position where I am looking to move further into HR from a more recruitment based role and this course is fantastic in setting the foundations for me.",Josh G,2019-03-06,5,managing-human-resources,Preparing to Manage Human Resources
It was Great Experience.,Vishal K,2020-09-10,5,managing-human-resources,Preparing to Manage Human Resources
I love this course. I like how I can manage my schoolwork around my time!,Michelle G,2018-07-07,5,managing-human-resources,Preparing to Manage Human Resources
good,Abhishek S,2017-11-16,5,managing-human-resources,Preparing to Manage Human Resources
A very thorough course which was well explained. After watching the introductory video I was very excited and the faculty connected them very skillfully with great examples,Shubham T,2020-07-01,5,managing-human-resources,Preparing to Manage Human Resources
"Amazing course, go to learn a lot. I am unable to proceed with the specialization. Can somebody help with it. I did not get enrolled in all the courses under the specialization.",Divya S,2020-05-22,5,managing-human-resources,Preparing to Manage Human Resources
Great course by a legendary HR expert - thanks,Thomas K,2020-04-19,5,managing-human-resources,Preparing to Manage Human Resources
"High-quality, fun yet challenging coursework for the global learner.  Engaging on many levels... strongly recommended!",Anna A,2016-06-28,5,marketing-digital,Marketing in a Digital World
"What a great course.  I came in with no idea of what marketing entails and I am walking away with a lot of information.  This course has broadened my horizon on what marketing is by discussing the 4Ps, helped me think creatively about problems by asking for improvement on ideas, and understand how fascinating and deep marketing can be by its numerous readings. ",Himanshu G,2020-05-04,5,marketing-digital,Marketing in a Digital World
An outstanding course. Well structured with great levels of support for learners from mentors. Lectures were interesting and the professor seemed like a very nice guy. Supplementary reading materials were excellent.,David M,2016-10-17,5,marketing-digital,Marketing in a Digital World
Excellent class -- interactive with interesting videos and exercises.,Karen H,2016-06-04,5,marketing-digital,Marketing in a Digital World
"I really enjoyed Aric's course. Much of my bachelors and masters work omitted content on the effects digital tools have on marketing functions. So, this course was full of great insight.",Oliver W,2018-02-11,5,marketing-digital,Marketing in a Digital World
"Very informative, but I wish some of the videos and tools were more up-to-date. As we all know, Digital Marketing is constantly updating with new tactics, so even 2-3 years can make a big difference.",Sarah H,2017-05-06,4,marketing-digital,Marketing in a Digital World
Thank you for the course. It is really interesting with up-to-date themes. I enjoyed it!,Liu C,2020-05-29,5,marketing-digital,Marketing in a Digital World
Superb course,Muhammad A,2020-09-08,5,marketing-digital,Marketing in a Digital World
Nice videos and assignments this is my first time on Digital Marketing and is very helpful for me.,Deepak B,2020-05-05,4,marketing-digital,Marketing in a Digital World
Phenomenal learning experience and great assignments!,Krishna K,2020-07-27,5,marketing-digital,Marketing in a Digital World
"Some of the material was outdated, links didn't work. But otherwise, really enjoyed it. Thank you!",Olga,2019-05-14,4,marketing-digital,Marketing in a Digital World
The course was great,Rahul G,2020-10-06,5,marketing-digital,Marketing in a Digital World
A comprehensive & detailed introduction to the course giving out detailed guide to the 4Ps & implementation of digital marketing through the spectrum of 4Ps.,Priyanka R,2017-12-08,4,marketing-digital,Marketing in a Digital World
great content ,Jorge S,2017-10-29,5,marketing-digital,Marketing in a Digital World
I very much enjoyed the course. It will be very helpful in my job.,Peter B,2020-05-14,4,marketing-digital,Marketing in a Digital World
excellent course content with superb technique,Mohit M,2020-04-11,5,marketing-digital,Marketing in a Digital World
"Un curso muy interesante, con una gran cantidad de información y una buena forma de llevarnos a practicar y entender los conceptos del temario. Lo único es que hay información desactualizada [hasta el 2014, supongo que es la fecha en que se grabo el curso] y pareciera no ser importante un desfase de 2 años, pero como se expone en el mismo curso eso es mucho tiempo en digital.",Julio C Á d C G,2016-08-21,4,marketing-digital,Marketing in a Digital World
"As an introduction to Digital Marketing, this was a great course. I highly recommend it for anyone interested in this field.",Michelle S,2020-05-04,5,marketing-digital,Marketing in a Digital World
"Learned a lot in a very simple, and interesting manner, the videos are made very well",SHUBHAM S,2020-07-22,5,marketing-digital,Marketing in a Digital World
This course offers a solid foundation about marketing in the digital era. Certainly worthwhile!,Thierry M,2018-07-18,5,marketing-digital,Marketing in a Digital World
"Coursera and Illinois together have made an incredible partnership, the platform is very organized and intelligent, but the best of it is the effort that Illinois put to delivery the best of its content, I have learned a lot in this module, and certainly, I feel like I to want to learn more.Thank you Coursera and ILLINOIS",Leonardo H,2020-05-07,5,marketing-digital,Marketing in a Digital World
"The content is very old, still was new for me. Need to update more. ",Vraj P,2019-05-16,3,marketing-digital,Marketing in a Digital World
